t,x,y,s,d,yaw, speed
5343,1044.87,2944.27,4278.59,6.12008,193.35,49.4296
5344,1044.01,2944.06,4279.48,6.12388,193.365,49.4359
5345,1043.15,2943.86,4280.36,6.12768,193.348,49.4359
5346,1042.29,2943.65,4281.24,6.13172,193.365,49.4226
5347,1041.43,2943.45,4282.13,6.13552,193.365,49.4226
5348,1040.57,2943.25,4283.01,6.13956,193.35,49.4163
5349,1039.71,2943.04,4283.9,6.14336,193.365,49.4226
5350,1038.85,2942.84,4284.78,6.14719,193.35,49.4359
5351,1037.99,2942.63,4285.66,6.15123,193.365,49.4359
5352,1037.13,2942.43,4286.55,6.15503,193.365,49.4359
5353,1036.27,2942.23,4287.43,6.15907,193.35,49.4296
5354,1035.41,2942.02,4288.31,6.16287,193.363,49.4359
5355,1034.55,2941.82,4289.2,6.16691,193.35,49.4163
5356,1033.69,2941.61,4290.08,6.17071,193.365,49.4226
5357,1032.83,2941.41,4290.97,6.17356,193.488,49.4479
5358,1031.97,2941.2,4291.85,6.17523,193.488,49.3417
5359,1031.11,2941,4292.73,6.1762,193.641,49.3673
5360,1030.25,2940.79,4293.62,6.17502,193.688,49.4993
5361,1029.39,2940.58,4294.5,6.17457,193.69,49.3673
5362,1028.53,2940.37,4295.39,6.17221,193.78,49.4129
5363,1027.67,2940.16,4296.27,6.16985,193.826,49.4064
5364,1026.82,2939.95,4297.15,6.16557,193.949,49.4192
5365,1025.96,2939.73,4298.04,6.15919,194.105,49.4522
5366,1025.1,2939.52,4298.92,6.15065,194.226,49.3662
5367,1024.24,2939.3,4299.8,6.14119,194.182,49.3662
5368,1023.39,2939.08,4300.69,6.13171,194.273,49.5055
5369,1022.53,2938.86,4301.57,6.12105,194.304,49.4064
5370,1021.68,2938.65,4302.45,6.10943,194.442,49.4268
5371,1020.82,2938.43,4303.34,6.09687,194.428,49.42
5372,1019.96,2938.2,4304.22,6.08337,194.549,49.4539
5373,1019.11,2937.98,4305.1,6.06748,194.705,49.3761
5374,1018.68,2937.87,4305.55,6.05919,194.75,49.3691
5375,1017.83,2937.64,4306.43,6.04046,194.843,49.4039
5376,1016.97,2937.42,4307.31,6.02149,194.904,49.4039
5377,1016.12,2937.19,4308.2,6.00064,194.965,49.432
5378,1015.26,2936.96,4309.08,5.97978,194.965,49.432
5379,1014.41,2936.73,4309.97,5.95892,195.027,49.432
5380,1013.56,2936.5,4310.85,5.93616,195.104,49.4603
5381,1013.13,2936.39,4311.29,5.92455,195.104,49.3548
5382,1012.28,2936.16,4312.17,5.9006,195.244,49.3768
5383,1011.42,2935.93,4313.06,5.87476,195.35,49.5175
5384,1010.57,2935.69,4313.94,5.8475,195.381,49.4194
5385,1010.15,2935.57,4314.38,5.83399,195.428,49.4122
5386,1009.29,2935.34,4315.27,5.80482,195.565,49.4485
5387,1008.44,2935.1,4315.84,5.82005,195.643,49.4704
5388,1007.59,2934.86,4316.72,5.83651,195.704,49.4704
5389,1007.17,2934.74,4317.16,5.84353,195.783,49.3956
5390,1006.32,2934.5,4318.05,5.85718,195.902,49.5371
5391,1005.47,2934.26,4318.93,5.86959,195.905,49.418
5392,1004.62,2934.02,4319.81,5.88107,196.026,49.448
5393,1004.19,2933.89,4320.26,5.88624,196.102,49.4621
5394,1003.34,2933.65,4321.14,5.89468,196.182,49.4858
5395,1002.49,2933.4,4322.02,5.90279,196.227,49.3732
5396,1001.64,2933.15,4322.91,5.90908,196.321,49.4114
5397,1001.22,2933.03,4323.35,5.91208,196.322,49.4114
5398,1000.37,2932.78,4324.23,5.91713,196.445,49.4422
5399,999.524,2932.53,4325.12,5.92122,196.446,49.4356
5400,998.677,2932.28,4326,5.92525,196.45,49.416
5401,997.829,2932.03,4326.89,5.92836,196.576,49.4535
5402,997.405,2931.9,4327.33,5.92937,196.58,49.4274
5403,996.558,2931.65,4328.21,5.93023,196.719,49.473
5404,995.711,2931.4,4329.1,5.93021,196.714,49.4128
5405,994.865,2931.14,4329.98,5.92923,196.856,49.4443
5406,994.019,2930.89,4330.86,5.92694,196.844,49.4247
5407,993.596,2930.76,4331.31,5.92592,196.92,49.4313
5408,992.75,2930.5,4332.19,5.92167,196.977,49.4303
5409,991.905,2930.24,4333.07,5.91733,196.992,49.4383
5410,991.059,2929.98,4333.96,5.913,196.992,49.4383
5411,990.214,2929.73,4334.84,5.90886,196.994,49.4173
5412,989.791,2929.6,4335.28,5.90659,196.994,49.4383
5413,988.946,2929.34,4336.17,5.90245,196.992,49.4238
5414,988.101,2929.08,4337.05,5.89714,197.122,49.4427
5415,987.256,2928.82,4337.94,5.89078,197.125,49.4297
5416,986.411,2928.56,4338.82,5.88436,197.129,49.4166
5417,985.989,2928.43,4339.26,5.88103,197.129,49.4247
5418,985.144,2928.17,4340.14,5.87369,197.252,49.47
5419,984.3,2927.91,4341.03,5.86525,197.275,49.4309
5420,983.456,2927.64,4341.91,5.85677,197.261,49.4163
5421,982.612,2927.38,4342.8,5.84828,197.26,49.4163
5422,982.19,2927.25,4343.24,5.84394,197.26,49.4309
5423,981.346,2926.99,4344.12,5.8355,197.274,49.4374
5424,980.502,2926.73,4345,5.82799,197.117,49.3971
5425,979.657,2926.47,4345.89,5.82156,197.067,49.4247
5426,979.235,2926.34,4346.33,5.81941,197,49.3912
5427,978.39,2926.08,4347.21,5.81599,196.851,49.3986
5428,977.544,2925.83,4348.1,5.8146,196.735,49.4011
5429,976.697,2925.57,4348.98,5.81553,196.586,49.4077
5430,975.85,2925.32,4349.86,5.81749,196.52,49.4208
5431,975.427,2925.2,4350.31,5.81944,196.454,49.3963
5432,974.579,2924.95,4351.19,5.82442,196.322,49.3983
5433,973.306,2924.58,4352.52,5.83569,196.109,49.406
5434,972.457,2924.34,4353.4,5.84575,196.056,49.4161
5435,971.608,2924.09,4354.28,5.85706,195.911,49.3917
5436,970.758,2923.85,4355.16,5.87039,195.779,49.3882
5437,969.907,2923.61,4356.05,5.88577,195.649,49.3915
5438,969.056,2923.38,4356.93,5.90315,195.501,49.3951
5439,968.205,2923.14,4357.81,5.92158,195.452,49.4156
5440,966.927,2922.79,4359.14,5.95449,195.176,49.3899
5441,966.074,2922.56,4360.02,5.97822,195.173,49.4229
5442,965.222,2922.33,4360.9,6.00284,195.046,49.3943
5443,964.369,2922.1,4361.79,6.0295,194.848,49.399
5444,963.514,2921.88,4362.67,6.06023,194.63,49.4091
5445,962.231,2921.55,4363.99,6.11069,194.499,49.4277
5446,961.376,2921.32,4364.88,6.14474,194.5,49.4211
5447,960.521,2921.1,4365.76,6.17976,194.37,49.407
5448,959.665,2920.89,4366.64,6.21683,194.239,49.413
5449,958.38,2920.56,4367.97,6.27651,194.029,49.386
5450,957.523,2920.35,4368.85,6.31784,193.977,49.4058
5451,956.236,2920.03,4370.17,6.38357,193.765,49.3865
5452,955.378,2919.82,4371.73,6.38698,193.636,49.3806
5453,954.52,2919.62,4372.61,6.34204,193.504,49.3882
5454,953.231,2919.31,4373.94,6.27742,193.357,49.3963
5455,952.371,2919.11,4374.82,6.23651,193.243,49.3975
5456,951.081,2918.8,4376.14,6.1779,193.112,49.3925
5457,950.22,2918.6,4377.02,6.14123,192.968,49.3817
5458,949.359,2918.41,4377.91,6.10658,192.82,49.3907
5459,948.067,2918.11,4379.23,6.05825,192.625,49.4132
5460,947.204,2917.92,4380.11,6.02883,192.51,49.4093
5461,945.91,2917.64,4381.44,5.98848,192.301,49.389
5462,945.047,2917.45,4382.32,5.96309,192.236,49.4023
5463,943.752,2917.17,4383.65,5.9292,191.964,49.384
5464,942.888,2916.99,4384.53,5.90877,191.977,49.4097
5465,942.023,2916.81,4385.41,5.88955,191.834,49.3882
5466,940.726,2916.54,4386.74,5.86457,191.577,49.3704
5467,939.428,2916.28,4388.06,5.84555,191.381,49.3658
5468,938.563,2916.1,4388.94,5.83553,191.238,49.3591
5469,937.696,2915.93,4389.83,5.82726,191.124,49.37
5470,936.396,2915.68,4391.15,5.82167,190.703,49.3765
5471,935.094,2915.44,4392.48,5.82235,190.459,49.4033
5472,934.225,2915.28,4393.36,5.82849,190.185,49.3797
5473,932.921,2915.05,4394.68,5.84135,189.992,49.4009
5474,932.051,2914.9,4395.57,5.85249,189.783,49.4021
5475,930.744,2914.68,4396.89,5.87747,189.461,49.394
5476,929.437,2914.46,4398.22,5.90746,189.188,49.3988
5477,928.129,2914.25,4399.54,5.94361,188.994,49.3978
5478,926.819,2914.05,4400.86,5.98398,188.8,49.3969
5479,925.946,2913.91,4401.75,6.01445,188.592,49.3908
5480,924.636,2913.72,4403.07,6.06374,188.398,49.4084
5481,923.324,2913.53,4404.4,6.1192,188.142,49.4173
5482,922.012,2913.34,4405.72,6.17863,188.078,49.4086
5483,920.699,2913.16,4407.04,6.242,187.741,49.4257
5484,919.823,2913.04,4407.93,6.28778,187.613,49.4178
5485,918.509,2912.87,4409.82,6.26043,187.356,49.4261
5486,917.194,2912.7,4411.15,6.21805,187.228,49.4224
5487,915.879,2912.54,4412.47,6.18009,187.022,49.4121
5488,914.563,2912.38,4413.8,6.14584,186.893,49.426
5489,913.246,2912.22,4415.12,6.11381,186.892,49.4463
5490,912.369,2912.12,4416.01,6.09277,186.765,49.4266
5491,911.052,2911.96,4417.33,6.06367,186.764,49.4333
5492,909.735,2911.81,4418.66,6.03557,186.558,49.4342
5493,908.418,2911.66,4419.98,6.00968,186.574,49.4274
5494,907.101,2911.5,4421.31,5.98354,186.574,49.4342
5495,905.784,2911.35,4422.63,5.95764,186.574,49.4342
5496,904.467,2911.2,4423.96,5.93149,186.575,49.4274
5497,903.15,2911.05,4425.28,5.90852,186.447,49.4162
5498,901.833,2910.9,4426.61,5.88532,186.431,49.4162
5499,900.955,2910.8,4427.49,5.86944,186.448,49.4149
5500,899.637,2910.65,4428.82,5.84649,186.431,49.4254
5501,898.32,2910.51,4430.14,5.82523,186.304,49.4162
5502,897.002,2910.36,4431.47,5.8084,186.112,49.4235
5503,895.684,2910.22,4432.79,5.79427,185.985,49.4284
5504,894.366,2910.09,4434.12,5.78333,185.842,49.4144
5505,893.047,2909.95,4435.44,5.77533,185.73,49.4129
5506,891.728,2909.82,4436.77,5.77053,185.524,49.413
5507,890.848,2909.74,4437.65,5.7706,185.396,49.4229
5508,889.528,2909.61,4438.98,5.77463,185.205,49.4162
5509,888.208,2909.49,4440.31,5.78185,184.998,49.4108
5510,887.328,2909.42,4441.19,5.78978,184.87,49.4309
5511,886.006,2909.31,4442.52,5.8051,184.743,49.4329
5512,884.685,2909.2,4443.84,5.82311,184.616,49.433
5513,883.804,2909.13,4444.72,5.83715,184.551,49.4378
5514,882.482,2909.03,4446.05,5.86056,184.424,49.4203
5515,881.16,2908.93,4447.38,5.88666,184.282,49.4256
5516,880.279,2908.86,4448.26,5.90586,184.154,49.438
5517,878.957,2908.77,4449.58,5.9371,184.028,49.4234
5518,877.634,2908.68,4450.91,5.97226,183.9,49.4295
5519,876.311,2908.59,4452.23,6.01035,183.758,49.4154
5520,875.429,2908.53,4453.12,6.03763,183.646,49.4356
5521,874.106,2908.45,4454.44,6.08085,183.519,49.422
5522,872.782,2908.37,4455.77,6.12704,183.377,49.429
5523,871.458,2908.29,4457.4,6.14462,183.313,49.4211
5524,870.135,2908.21,4458.73,6.12841,183.313,49.4211
5525,869.252,2908.16,4459.61,6.11687,183.313,49.4274
5526,867.928,2908.09,4460.94,6.10335,183.186,49.4302
5527,866.604,2908.01,4462.26,6.09007,183.186,49.4302
5528,865.28,2907.94,4463.59,6.07679,183.122,49.437
5529,863.956,2907.87,4464.91,6.06645,182.995,49.438
5530,863.073,2907.82,4465.8,6.06102,182.916,49.4297
5531,861.749,2907.76,4467.12,6.05581,182.852,49.4447
5532,860.425,2907.69,4468.45,6.05035,182.852,49.4447
5533,859.542,2907.65,4469.33,6.04688,182.852,49.4378
5534,858.217,2907.58,4470.66,6.04167,182.852,49.4378
5535,856.893,2907.51,4471.98,6.03622,182.869,49.4256
5536,856.01,2907.47,4472.87,6.03274,182.916,49.4447
5537,854.686,2907.4,4474.19,6.0246,182.995,49.4366
5538,853.362,2907.33,4475.52,6.01621,182.98,49.4366
5539,852.479,2907.29,4476.4,6.01078,183.059,49.4366
5540,851.155,2907.22,4477.73,5.99946,183.122,49.4355
5541,850.272,2907.17,4478.61,5.99183,183.107,49.4287
5542,849.39,2907.12,4479.5,5.9842,183.122,49.4438
5543,848.066,2907.05,4480.82,5.9719,183.249,49.4499
5544,847.183,2907,4481.71,5.96255,183.249,49.4348
5545,845.859,2906.92,4483.03,5.94805,183.25,49.4431
5546,844.977,2906.87,4483.92,5.9387,183.312,49.4348
5547,843.653,2906.79,4485.24,5.92127,183.377,49.4222
5548,842.771,2906.74,4486.13,5.90972,183.377,49.4358
5549,841.447,2906.66,4487.45,5.89032,183.504,49.4288
5550,840.565,2906.61,4488.34,5.87682,183.504,49.4288
5551,839.242,2906.53,4489.66,5.85643,183.504,49.4288
5552,838.36,2906.47,4490.55,5.84293,183.504,49.422
5553,837.037,2906.39,4491.87,5.82278,183.504,49.4135
5554,836.155,2906.34,4492.76,5.80903,183.504,49.422
5555,835.273,2906.28,4493.64,5.79649,183.441,49.4086
5556,833.95,2906.2,4494.96,5.77731,183.378,49.4001
5557,833.068,2906.15,4495.85,5.76671,183.252,49.387
5558,831.745,2906.08,4497.17,5.7534,183.125,49.4007
5559,830.422,2906.01,4498.5,5.74594,182.792,49.3969
5560,829.54,2905.97,4499.38,5.74439,182.728,49.3984
5561,828.216,2905.91,4500.7,5.74304,182.601,49.3934
5562,827.334,2905.87,4501.59,5.7454,182.268,49.3907
5563,826.01,2905.82,4502.91,5.75529,182.077,49.3881
5564,825.127,2905.79,4503.8,5.76571,181.823,49.3944
5565,823.803,2905.75,4505.12,5.78734,181.49,49.4017
5566,822.919,2905.73,4506,5.80582,181.363,49.4125
5567,821.595,2905.7,4507.33,5.83648,181.237,49.4031
5568,820.711,2905.68,4508.21,5.85887,181.173,49.4007
5569,819.386,2905.66,4509.54,5.89564,181.046,49.4054
5570,818.503,2905.64,4510.42,5.92218,180.777,49.4084
5571,817.178,2905.63,4511.74,5.96774,180.586,49.421
5572,816.295,2905.62,4512.63,6.00014,180.46,49.4062
5573,814.969,2905.61,4513.95,6.05179,180.396,49.3985
5574,814.086,2905.61,4514.83,6.08834,180.127,49.4041
5575,812.76,2905.6,4516.16,6.14805,179.937,49.4108
5576,811.877,2905.61,4517.04,6.19144,179.746,49.4181
5577,810.993,2905.61,4517.92,6.23702,179.604,49.4258
5578,809.668,2905.62,4519.25,6.30966,179.35,49.4278
5579,808.784,2905.64,4520.71,6.2961,179.144,49.4224
5580,807.458,2905.66,4522.03,6.25811,178.954,49.4259
5581,806.575,2905.67,4522.91,6.23523,178.828,49.4348
5582,805.249,2905.7,4524.24,6.20309,178.701,49.4372
5583,804.366,2905.72,4525.12,6.18411,178.574,49.4261
5584,803.04,2905.76,4526.45,6.15831,178.447,49.429
5585,802.157,2905.78,4527.33,6.14323,178.321,49.432
5586,800.831,2905.82,4528.66,6.12329,178.194,49.4422
5587,799.948,2905.85,4529.54,6.11237,178.115,49.4467
5588,798.622,2905.89,4530.87,6.09537,178.051,49.4398
5589,797.739,2905.93,4531.75,6.08639,177.988,49.4369
5590,796.414,2905.97,4533.08,6.07232,177.924,49.4495
5591,795.089,2906.02,4534.4,6.06142,177.782,49.441
5592,794.206,2906.05,4535.29,6.05538,177.797,49.4399
5593,792.881,2906.11,4536.61,6.04741,177.655,49.4317
5594,791.997,2906.14,4537.5,6.04357,177.671,49.4385
5595,790.673,2906.2,4538.82,6.03853,177.528,49.4363
5596,789.348,2906.25,4540.15,6.03545,177.544,49.4351
5597,788.465,2906.29,4541.03,6.03356,177.528,49.4431
5598,787.581,2906.33,4541.92,6.03167,177.528,49.4226
5599,786.257,2906.39,4543.24,6.02859,177.528,49.4363
5600,785.373,2906.43,4544.13,6.0267,177.528,49.4363
5601,784.049,2906.48,4545.45,6.02362,177.528,49.4363
5602,783.165,2906.52,4546.34,6.02173,177.528,49.4363
5603,781.841,2906.58,4547.66,6.01865,177.544,49.4419
5604,780.957,2906.61,4548.55,6.01676,177.528,49.4363
5605,779.633,2906.67,4549.87,6.01392,177.544,49.4363
5606,778.749,2906.71,4550.76,6.01081,177.655,49.4317
5607,777.866,2906.74,4551.64,6.00696,177.671,49.4317
5608,776.541,2906.8,4552.97,6.00095,177.671,49.4317
5609,775.658,2906.84,4553.85,5.99686,177.655,49.4317
5610,774.333,2906.89,4555.18,5.98987,177.797,49.4263
5611,773.45,2906.92,4556.06,5.98407,177.797,49.441
5612,772.566,2906.96,4556.95,5.97802,177.798,49.441
5613,771.241,2907.01,4558.27,5.96908,177.861,49.4342
5614,770.358,2907.04,4559.16,5.96108,177.924,49.4369
5615,769.033,2907.09,4560.48,5.94896,177.924,49.4359
5616,768.149,2907.12,4561.37,5.94097,177.924,49.4359
5617,767.266,2907.15,4562.25,5.93297,177.924,49.4427
5618,765.941,2907.2,4563.58,5.92108,177.924,49.4359
5619,765.057,2907.23,4564.46,5.91309,177.924,49.4359
5620,763.732,2907.28,4565.79,5.90121,177.924,49.4369
5621,762.849,2907.31,4566.67,5.89322,177.924,49.4369
5622,761.965,2907.34,4567.55,5.88522,177.924,49.4369
5623,760.64,2907.39,4568.79,5.88035,177.924,49.4301
5624,759.757,2907.42,4569.68,5.88518,177.924,49.4369
5625,758.432,2907.47,4571,5.8923,177.924,49.4291
5626,757.548,2907.5,4571.89,5.89713,177.924,49.4359
5627,756.227,2907.55,4573.21,5.90754,177.251,49.0134
5628,755.351,2907.6,4574.09,5.92968,176.395,49.1223
5629,754.036,2907.7,4575.4,5.9842,175.302,49.2229
5630,753.159,2907.78,4576.28,6.03509,174.59,49.2914
5631,751.843,2907.91,4577.6,6.12962,173.752,49.3556
5632,750.966,2908.01,4578.48,6.20272,173.292,49.3867
5633,749.65,2908.17,4579.8,6.32338,172.641,49.4089
5634,748.774,2908.29,4580.68,6.4114,172.324,49.4236
5635,747.461,2908.47,4582,6.55383,171.861,49.4356
5636,746.587,2908.6,4582.88,6.65385,171.591,49.4465
5637,745.275,2908.79,4584.19,6.8105,171.333,49.4313
5638,744.401,2908.93,4585.07,6.91762,171.268,49.4342
5639,743.091,2909.13,4586.39,7.07918,171.266,49.4139
5640,742.218,2909.26,4587.27,7.1873,171.14,49.4171
5641,740.908,2909.47,4588.58,7.35107,171.12,49.4078
5642,740.035,2909.61,4589.46,7.46018,171.135,49.3969
5643,739.163,2909.74,4590.33,7.56929,171.135,49.3969
5644,737.854,2909.94,4591.65,7.73211,171.257,49.3574
5645,736.545,2910.14,4592.96,7.89077,171.449,49.3746
5646,735.672,2910.27,4593.84,7.99475,171.448,49.3638
5647,734.363,2910.47,4595.15,8.14854,171.717,49.3451
5648,733.49,2910.59,4596.03,8.24764,171.843,49.3294
5649,732.18,2910.78,4597.35,8.39138,172.242,49.3175
5650,730.869,2910.95,4598.66,8.52705,172.498,49.3085
5651,729.994,2911.07,4599.54,8.61293,172.755,49.3038
5652,728.682,2911.23,4600.85,8.73464,173.153,49.2972
5653,727.806,2911.33,4601.73,8.81072,173.41,49.3053
5654,726.492,2911.48,4603.05,8.91725,173.809,49.3024
5655,725.177,2911.62,4604.37,9.01472,174.209,49.2989
5656,724.299,2911.7,4605.25,9.07488,174.448,49.3002
5657,722.982,2911.82,4606.57,9.15521,174.976,49.318
5658,722.103,2911.9,4607.45,9.20313,175.247,49.3173
5659,721.224,2911.97,4608.33,9.24616,175.645,49.325
5660,719.904,2912.07,4609.65,9.30151,176.029,49.3349
5661,719.024,2912.12,4610.54,9.33352,176.284,49.3405
5662,717.703,2912.21,4611.86,9.37395,176.681,49.3541
5663,716.822,2912.26,4612.74,9.39569,176.936,49.3537
5664,715.941,2912.3,4613.62,9.41376,177.206,49.356
5665,715.059,2912.34,4614.51,9.42767,177.461,49.3661
5666,714.177,2912.38,4615.39,9.43742,177.731,49.3692
5667,712.854,2912.43,4616.71,9.44582,178.049,49.3687
5668,711.971,2912.45,4617.6,9.44579,178.303,49.3783
5669,711.088,2912.48,4618.48,9.44356,178.509,49.388
5670,710.205,2912.5,4619.36,9.4384,178.636,49.3852
5671,708.881,2912.53,4620.02,9.46514,179.033,49.3849
5672,707.998,2912.54,4620.9,9.51395,179.144,49.3967
5673,707.114,2912.55,4621.79,9.56081,179.287,49.4084
5674,705.789,2912.57,4623.11,9.62635,179.54,49.3994
5675,704.906,2912.57,4623.99,9.66712,179.683,49.4051
5676,704.023,2912.58,4624.88,9.70496,179.873,49.411
5677,702.697,2912.58,4626.2,9.75734,180.127,49.411
5678,701.814,2912.57,4627.08,9.78933,180.19,49.4113
5679,700.93,2912.57,4627.97,9.82035,180.396,49.4188
5680,699.605,2912.56,4629.29,9.86176,180.586,49.4196
5681,698.721,2912.55,4630.17,9.88668,180.713,49.4207
5682,697.395,2912.53,4631.5,9.91906,180.966,49.4304
5683,696.512,2912.51,4632.38,9.93788,181.109,49.4191
5684,695.186,2912.49,4633.71,9.96344,181.236,49.4212
5685,694.303,2912.47,4634.59,9.97836,181.363,49.4303
5686,693.419,2912.44,4635.48,9.99132,181.505,49.4329
5687,692.093,2912.41,4636.8,10.0066,181.679,49.432
5688,691.21,2912.38,4637.69,10.0157,181.759,49.4184
5689,689.885,2912.34,4639.01,10.0261,181.822,49.4285
5690,689.001,2912.31,4639.9,10.033,181.806,49.4217
5691,687.676,2912.27,4641.22,10.0414,181.949,49.4253
5692,686.351,2912.22,4642.55,10.0467,182.076,49.4301
5693,685.467,2912.19,4643.43,10.0497,182.076,49.4369
5694,684.142,2912.14,4644.76,10.054,182.076,49.4369
5695,683.259,2912.11,4645.64,10.0569,182.076,49.4369
5696,681.934,2912.06,4646.97,10.0615,182.076,49.4359
5697,681.05,2912.03,4647.85,10.0645,182.076,49.4359
5698,679.725,2911.98,4649.18,10.0688,182.076,49.4369
5699,678.4,2911.93,4650.5,10.0731,182.076,49.4369
5700,677.075,2911.88,4651.83,10.0757,182.203,49.4399
5701,676.192,2911.85,4652.71,10.0764,182.203,49.441
5702,674.867,2911.8,4654.04,10.0759,182.329,49.4317
5703,673.542,2911.74,4655.36,10.0733,182.409,49.4431
5704,672.217,2911.69,4656.69,10.0718,182.345,49.4317
5705,671.334,2911.65,4657.57,10.0696,182.472,49.4363
5706,670.01,2911.59,4658.9,10.0641,182.599,49.4275
5707,668.685,2911.53,4660.23,10.0565,182.599,49.4343
5708,667.802,2911.49,4661.11,10.0504,182.725,49.453
5709,666.477,2911.43,4662.44,10.0398,182.726,49.4325
5710,665.595,2911.39,4663.32,10.0327,182.726,49.4257
5711,664.27,2911.32,4664.65,10.0221,182.726,49.4257
5712,663.387,2911.28,4665.53,10.0151,182.726,49.4393
5713,662.063,2911.22,4666.86,10.0045,182.726,49.4393
5714,661.18,2911.18,4667.74,9.99741,182.726,49.4393
5715,659.855,2911.11,4669.07,9.98681,182.726,49.4393
5716,658.531,2911.05,4670.39,9.97622,182.726,49.4393
5717,657.648,2911.01,4671.28,9.96915,182.726,49.4257
5718,656.324,2910.94,4672.6,9.95854,182.726,49.4257
5719,655.441,2910.9,4673.48,9.95148,182.726,49.4325
5720,654.117,2910.84,4674.81,9.94088,182.726,49.4257
5721,652.792,2910.78,4676.14,9.93003,182.742,49.427
5722,651.909,2910.73,4677.02,9.92296,182.726,49.4393
5723,650.585,2910.67,4678.03,9.92377,182.726,49.4189
5724,649.702,2910.63,4678.91,9.94511,182.726,49.4257
5725,648.378,2910.57,4680.24,9.97711,182.727,49.4121
5726,647.496,2910.52,4681.12,9.99845,182.727,49.4257
5727,646.172,2910.46,4682.44,10.0305,182.727,49.4257
5728,645.289,2910.42,4683.33,10.0518,182.726,49.4257
5729,643.965,2910.36,4684.65,10.0838,182.726,49.4189
5730,643.082,2910.31,4685.54,10.1051,182.727,49.4121
5731,641.758,2910.25,4686.86,10.1371,182.791,49.4121
5732,640.876,2910.21,4687.75,10.1564,182.918,49.4106
5733,639.552,2910.14,4689.07,10.1823,183.045,49.4025
5734,638.67,2910.09,4689.95,10.1977,183.188,49.4014
5735,637.347,2910.01,4691.28,10.2175,183.316,49.3954
5736,636.466,2909.96,4692.16,10.2278,183.506,49.4083
5737,635.144,2909.88,4693.49,10.2367,183.839,49.3955
5738,634.262,2909.82,4694.37,10.24,184.094,49.3962
5739,633.381,2909.75,4695.25,10.2393,184.221,49.3972
5740,632.06,2909.65,4696.58,10.2352,184.364,49.3916
5741,631.179,2909.59,4697.46,10.2304,184.476,49.3931
5742,630.299,2909.51,4698.35,10.2226,184.683,49.4057
5743,628.979,2909.4,4699.67,10.2075,184.874,49.3853
5744,628.099,2909.33,4700.55,10.1936,185.065,49.3996
5745,627.22,2909.25,4701.44,10.1779,185.207,49.3958
5746,625.9,2909.12,4702.76,10.1496,185.462,49.3889
5747,625.021,2909.04,4703.64,10.1279,185.59,49.3858
5748,624.143,2908.95,4704.52,10.1039,185.797,49.3925
5749,623.264,2908.86,4705.41,10.0772,185.924,49.3804
5750,621.946,2908.72,4706.73,10.033,186.18,49.376
5751,621.068,2908.63,4707.61,9.9999,186.306,49.3974
5752,620.19,2908.53,4708.5,9.96512,186.45,49.3891
5753,619.313,2908.43,4709.38,9.92716,186.641,49.4071
5754,618.435,2908.33,4710.26,9.88723,186.768,49.4062
5755,617.558,2908.22,4711.15,9.84533,186.959,49.4057
5756,616.681,2908.11,4712.03,9.8005,187.087,49.4053
5757,615.805,2908,4712.91,9.75346,187.168,49.4086
5758,614.928,2907.89,4713.79,9.70665,187.294,49.4052
5759,614.052,2907.78,4714.67,9.65567,187.549,49.399
5760,613.176,2907.66,4715.56,9.60176,187.55,49.4132
5761,612.3,2907.55,4715.45,9.63186,187.678,49.411
5762,611.425,2907.43,4716.33,9.6672,187.884,49.4122
5763,610.55,2907.3,4717.21,9.70036,187.95,49.3987
5764,609.237,2907.12,4718.54,9.7447,188.204,49.4375
5765,608.363,2906.99,4719.42,9.77196,188.332,49.4329
5766,607.488,2906.86,4720.3,9.79725,188.459,49.4286
5767,606.614,2906.73,4721.19,9.82132,188.539,49.4259
5768,605.74,2906.6,4722.07,9.84365,188.668,49.4178
5769,604.43,2906.4,4723.4,9.87275,188.796,49.4416
5770,603.556,2906.26,4724.28,9.89286,188.795,49.4316
5771,602.683,2906.13,4725.16,9.91101,188.862,49.4348
5772,601.81,2905.99,4726.05,9.92912,188.923,49.4281
5773,600.936,2905.85,4726.93,9.94531,189.004,49.4315
5774,599.627,2905.64,4728.26,9.96748,189.133,49.4353
5775,598.755,2905.51,4729.14,9.9814,189.117,49.4218
5776,597.882,2905.36,4730.02,9.99559,189.132,49.4285
5777,596.573,2905.16,4731.35,10.0168,189.134,49.4218
5778,595.7,2905.01,4732.23,10.0307,189.116,49.4353
5779,594.391,2904.8,4733.56,10.0519,189.118,49.4285
5780,593.518,2904.66,4734.44,10.066,189.132,49.4285
5781,592.209,2904.45,4735.77,10.0872,189.118,49.4174
5782,591.337,2904.32,4736.65,10.1011,189.118,49.4218
5783,590.028,2904.11,4737.98,10.1222,189.134,49.4218
5784,589.155,2903.97,4738.86,10.1364,189.119,49.4242
5785,587.847,2903.75,4740.19,10.1563,189.184,49.4257
5786,586.974,2903.61,4741.07,10.1704,189.198,49.415
5787,586.102,2903.47,4741.95,10.1823,189.327,49.4055
5788,584.794,2903.26,4743.28,10.1963,189.52,49.4276
5789,583.923,2903.11,4744.16,10.2033,189.648,49.4323
5790,582.617,2902.88,4745.49,10.2103,189.779,49.4171
5791,581.746,2902.73,4746.37,10.2131,189.923,49.427
5792,580.441,2902.5,4747.7,10.2139,190.115,49.4124
5793,579.136,2902.27,4749.02,10.2097,190.307,49.4259
